,CVE_DOC,FECHA_DOC,CANT,CVE_ART,COSTO_TOTAL_CALCULADO
1316,F39615,2022-11-23,2,TP0009,410.41
1317,F39615,2022-11-23,4,TP0010,502.72
1318,F39618,2022-11-23,4,TUE00391,483.02
1319,F39621,2022-11-24,1,TP0001,48.2
1320,F39622,2022-11-24,5,TEE00012,2499.93
1321,F39624,2022-11-24,1,BN00271,157.64
1322,F39625,2022-11-24,1,RP00228,63.9
1323,F39627,2022-11-24,1,TUA00487,1292.27
1324,F39630,2022-11-24,2,TUE00390,60.89
1325,F39631,2022-11-24,8,P114Q1H90412,3985.6
1326,F39632,2022-11-24,4,P251L1J1B000,3845.43
1327,F39633,2022-11-25,20,CBS00001,11843.56
1328,F39634,2022-11-25,6,BS00006,5618.0
1329,F39634,2022-11-25,6,BS00008,6802.89
1330,F39636,2022-11-25,10,TP0003,886.28
1331,F39637,2022-11-25,2,BB00103,337.07
1332,F39642,2022-11-25,20,ECQ-00972,6026.11
1333,F39643,2022-11-25,1,TUE00195,919.68
1334,F39645,2022-11-25,1,CBS00106,286.34
1335,F39647,2022-11-28,1,TU5/16X870J127V,227.18
1336,F39649,2022-11-28,1,CAE00046,137.33
1337,F39649,2022-11-28,1,CM16I2090A00,139.65
1338,F39654,2022-11-29,6,TUA00258,1680.81
1339,F39657,2022-11-30,6,BO00061,539.86
1340,F39659,2022-11-30,1,TUE00142,448.24
1341,F39661,2022-11-30,2,TUA00490,0.0
1342,F39661,2022-11-30,9,TUA00491,0.0
1343,F39664,2022-11-30,1,BN00272,328.36
1344,F39666,2022-11-30,1,BB00102,78.25
1345,F39671,2022-11-30,8,CAS00044,2031.23
1346,F39672,2022-11-30,4,CAE00045,633.45
1347,F39673,2022-11-30,8,CS12C1025A00,775.7
1348,F39675,2022-11-30,1,TUE00166,140.88
1349,F39678,2022-11-30,10,ABRAZA01,213.85
1350,F39685,2022-12-05,6,47980249,1806.71
1351,F39686,2022-12-05,9,47980249,2695.79
1352,F39686,2022-12-05,1,47980626,499.2
1353,F39687,2022-12-05,3,TP0003,237.03
1354,F39691,2022-12-05,6,TEA00095,762.35
1355,F39696,2022-12-05,1,RP00229,0.0
1356,F39700,2022-12-05,1,TUE00142,293.13
1357,F39701,2022-12-06,1,CAE00047,291.13
1358,F39701,2022-12-06,1,TUE00392,196.44
1359,F39706,2022-12-06,2,TP0011,288.8
1360,F39716,2022-12-07,1,BO00005,1734.88
1361,F39719,2022-12-07,25,CBS00092,11537.18
1362,F39721,2022-12-07,10,ABRAZA01,213.85
1363,F39725,2022-12-08,4,TUE00207,1864.79
1364,F39730,2022-12-08,1,TP0012,57.6
1365,F39731,2022-12-08,20,ECQ-00972,6311.82
1366,F39732,2022-12-08,10,TEA00006,1190.47
1367,F39733,2022-12-08,3,TUS00131,0.0
1368,F39736,2022-12-08,10,TEA00111,6681.26
1369,F39741,2022-12-09,4,TUS00052,150.59
1370,F39743,2022-12-09,2,TUA00401,720.39
1371,F39748,2022-12-09,2,TUE00206,733.23
1372,F39749,2022-12-09,1,TP0011,144.4
1373,F39749,2022-12-09,3,TP0012,172.8
1374,F39751,2022-12-09,1,TUA00489,0.0
1375,F39752,2022-12-13,1,TU5/16X870J127V,227.18
1376,F39754,2022-12-13,4,CS14D2017B20,444.27
1377,F39757,2022-12-13,1,TP0016,222.0
1378,F39759,2022-12-13,3,TUA00488,1364.17
1379,F39760,2022-12-13,6,TP0005,584.96
1380,F39762,2022-12-13,4,TP0004,389.19
1381,F39762,2022-12-13,4,TP0008,1226.13
1382,F39763,2022-12-13,1,CBS00107,355.52
1383,F39764,2022-12-14,1,TUE00081,414.88
1384,F39767,2022-12-14,2,TUE00393,166.8
1385,F39770,2022-12-14,4,TUE00207,2345.29
1386,F39774,2022-12-15,6,ECQ-01444,4968.0
1387,F39775,2022-12-15,5,EE00077,2212.51
1388,F39776,2022-12-15,2,ECQ-00971,721.39
1389,F39776,2022-12-15,1,ECQ-00974,1311.27
1390,F39776,2022-12-15,5,ECQ-01444,3866.04
1391,F39777,2022-12-16,12,BO00061,1079.71
1392,F39780,2022-12-16,1,TP0012,57.6
1393,F39788,2022-12-19,1,TUA00494,2335.2
1394,F39791,2022-12-20,6,TUA00433,3722.84
1395,F39792,2022-12-20,2,TU5/16X203V,651.57
1396,F39793,2022-12-20,3,PT00091,198.93
1397,F39794,2022-12-20,26,CAS00083,3417.8
1398,F39794,2022-12-20,10,CAS00084,1376.26
1399,F39795,2022-12-20,5,PJ31A1I1A000,1160.05
1400,F39795,2022-12-20,5,PJ31A1I1A400,1181.01
1401,F39801,2022-12-21,10,CS58R2200A01,4055.46
1402,F39803,2022-12-21,1,TUA00493,0.0
1403,F39810,2022-12-22,16,CBS00109,5337.9
1404,F39811,2022-12-22,2,ECQ-00974,1392.92
1405,F39812,2022-12-22,10,70001698,1073.25
1406,F39813,2022-12-22,4,CAS00035,2726.1
1407,F39815,2022-12-22,1,RP00230,1319.88
1408,F39815,2022-12-22,1,RP00231,99.68
1409,F39816,2022-12-22,6,TUA00492,7120.54
1410,F39817,2022-12-22,2,TP0016,635.0
1411,F39820,2022-12-22,1,TU5/16X230MM,226.23
1412,F39824,2022-12-23,1,TUA00325,4579.08
1413,F39826,2022-12-23,5,RB00007,390.43
1414,F39828,2022-12-23,3,TP00018,153.49
1415,F39830,2022-12-23,6,BP00006,1767.02
1416,F39830,2022-12-23,3,PJ31Q1G1A400,369.62
1417,F39833,2022-12-23,2,BL00002,130.63
1418,F39833,2022-12-23,2,BN00145,572.25
1419,F39833,2022-12-23,2,BN00146,843.82
1420,F39833,2022-12-23,2,PT00079,954.32
1421,F39834,2022-12-23,6,CS12F1040A00,613.88
1422,F39834,2022-12-23,6,CS12H1050A00,628.12
1423,F39835,2022-12-23,3,TUE00394,1789.64
1424,F39837,2022-12-23,1,TUA00470,1884.35
1425,F39838,2022-12-23,10,RB00007,806.55
